ticker,date,open,high,low,close,volume
NDWA,2014-01-01,62.489526998133215,66.79107268235255,58.70293772020749,65.32083533707646,940357.0517899918
GFFI,2014-01-01,79.77500315410263,81.41124678536882,76.54903709849243,78.94742660355017,455757.9643227751
KNYC,2014-01-01,106.40702337668884,108.97222979324994,96.64004739702031,107.20101008544529,905908.277766276
NFAY,2014-01-01,134.22668508154067,137.67175505107878,128.37551831848995,136.6112955243069,66195.46331364193
OHPE,2014-01-01,66.62930892001356,67.91689770864572,64.95923313561482,65.23611235889636,945235.2777175595
GFFI,2014-01-02,83.43277289549147,85.31949154520579,75.86223639234584,76.10108671617837,43292.39749602768
KNYC,2014-01-02,127.08874948188131,128.20673581147952,126.33753162967854,126.35744056317617,134725.78276444826
NDWA,2014-01-02,54.61716405175125,59.58459869269818,52.41311382594391,52.661266102717434,39655.115200432316
OHPE,2014-01-02,116.0553116702523,122.42798161578693,115.73777759759489,122.14500992584655,340684.97725794214
NFAY,2014-01-02,82.85997671664857,87.13209633601049,81.40679088157196,84.98653585183324,200425.56547036592
OHPE,2014-01-03,70.37094162517796,77.38221698281346,67.75321177778646,72.51758669679043,71380.27257103531
KNYC,2014-01-03,58.83451306051142,59.59168300846656,57.354116971049336,58.49177810767151,259001.2616495026
GFFI,2014-01-03,50.738690834202814,54.441225177076085,47.7515207999765,48.03060947081839,590831.9675279396
NDWA,2014-01-03,114.06247782752602,124.83027456028869,104.72621779575132,118.42787570091247,596918.9103050323
NFAY,2014-01-03,104.2337516430463,112.85662445323598,96.92366882241316,106.44797931893565,450390.9815237361
OHPE,2014-01-04,52.88658675597214,56.0969114475594,51.18178982527999,52.94707203055978,570969.3112848602
NFAY,2014-01-04,105.29441593222367,114.07158580176944,103.44550053674793,110.50322119433444,940373.3151036168
GFFI,2014-01-04,109.05424632604735,112.41443972672712,106.86679944369233,111.41333668667401,356543.87384601205
NDWA,2014-01-04,109.37469730477864,116.71022935007869,103.71899636376209,104.00479513989785,816384.3102602728
KNYC,2014-01-04,87.96014497684973,94.77524591887067,84.33602363641694,88.90595511188619,458269.9569703805
GFFI,2014-01-05,65.17015571565186,69.72624440487591,60.59766763700702,63.36587819872625,157992.10653689588
OHPE,2014-01-05,90.53430335014582,93.7492976573578,82.88638057004194,83.31774989370408,276194.3558962025
NFAY,2014-01-05,102.808965788992,107.78759544481048,99.82810292840709,100.73360221029989,692027.8071710168
NDWA,2014-01-05,145.042054881522,157.85863226267278,139.57040540493432,156.75116805863655,22462.78061364367
KNYC,2014-01-05,87.53120744936808,93.94194584049566,79.21327702517812,84.30379850625826,45186.83093362621
NFAY,2014-01-06,138.41643121459185,148.1890539089524,136.5636180760632,144.01371592887975,843472.5662508934
KNYC,2014-01-06,99.84451242097568,106.54960783669212,94.1884113053967,106.26867134501184,126643.63812049883
NDWA,2014-01-06,135.79446812127378,144.98814436509545,133.73475951684438,137.91972283288663,709421.852181453
OHPE,2014-01-06,82.20255998107334,83.39294083638592,79.73250213294924,81.17681511370246,278347.0390195935
GFFI,2014-01-06,87.58231447278776,90.61590257410782,86.562483092652,88.6923061025797,797431.9024998752
KNYC,2014-01-07,128.61881856926072,128.78494577341286,120.07173201703012,121.41888130315215,302308.13181516394
GFFI,2014-01-07,127.12633708688476,132.16075586483217,119.93452689058182,126.6008755335238,606584.2927520152
NDWA,2014-01-07,133.0119847876071,142.47562867726677,122.00715958033516,136.96129735822194,43628.0562146326
NFAY,2014-01-07,134.03865147159098,138.5626632843812,130.3757369182289,135.3862822914996,693222.9752856091
OHPE,2014-01-07,91.43954118904725,97.25831038604227,87.58578657135213,91.2235194903611,161409.1544582902
NFAY,2014-01-08,96.68822072436839,98.54201151037513,87.30479053041208,92.77837916771934,716003.5252139996
OHPE,2014-01-08,110.63040946197249,110.87426929582578,105.10757945072767,107.78253999144836,533522.2846424604
GFFI,2014-01-08,145.35267108108587,152.05646538764123,134.29908718192678,143.35856761760917,85982.20635594479
KNYC,2014-01-08,139.62723405829826,146.4008702792666,133.22555816459183,137.15843757080214,89267.95191168641
NDWA,2014-01-08,94.9333357018062,97.59207787097702,93.96483823159376,94.2979602733062,354762.4946207598
OHPE,2014-01-09,70.1865457571342,75.65518271148555,68.02893711936325,75.08754063764356,81953.90988100976
GFFI,2014-01-09,132.73626714115494,145.70128221892614,126.1866053106116,130.2314427178832,911036.4549943525
KNYC,2014-01-09,93.67831465200672,97.8768175717824,89.53291235354065,96.98593172466806,461801.2732451673
NFAY,2014-01-09,114.59168075150276,116.50188109823927,113.42665432894378,115.11657611129654,316279.1155948462
NDWA,2014-01-09,97.44936913278772,100.01861145822173,87.77446500513875,92.36372918445555,468891.6729468203
OHPE,2014-01-10,58.78134395104223,59.715298233224225,54.689528087771706,54.85398211769721,500203.70509668277
NDWA,2014-01-10,121.39045090520362,123.22631587197276,115.64041159231981,119.78345777472494,117253.29419811378
GFFI,2014-01-10,124.33103261813292,131.87749707518188,122.60265514140063,130.78774444856634,973954.5938487456
NFAY,2014-01-10,79.21202411395923,86.34107247276864,73.68476068258053,75.12509711515636,36797.50463568253
KNYC,2014-01-10,116.88148138764561,126.4275497932968,108.49967876181138,113.9807027402195,541982.2112841115
NFAY,2014-01-11,87.88719214448422,93.31874226988398,84.96487236076936,85.17568387561903,598142.9246377687
GFFI,2014-01-11,81.30231207487265,82.20354713686184,78.24987918341436,79.31965082793279,411005.0862556271
KNYC,2014-01-11,92.02445630894789,99.14593736978419,92.00473806508603,96.67078057237414,294565.46414487733
OHPE,2014-01-11,107.18929642894071,117.8150714823231,105.37667170457975,112.09015009976646,714831.3062147404
NDWA,2014-01-11,144.9867757555531,153.81165019371883,140.7001284414192,142.5087870305553,628108.6077992859
NDWA,2014-01-12,123.06429347224478,124.05084430376786,121.63579592108545,123.64622382420256,452346.2751241099
NFAY,2014-01-12,126.04957558978616,126.72809840900787,116.28343275878726,118.52462591193323,169707.95496246003
KNYC,2014-01-12,68.3108781819442,74.9601331181846,64.57762116698336,67.61584128162202,870634.3561707588
GFFI,2014-01-12,55.35958591180172,55.74602377274044,50.030944903490685,54.86316208822142,796444.946530312
OHPE,2014-01-12,109.62790839383541,111.7084953010594,102.11486512193669,106.60017786402045,506298.0773395764
OHPE,2014-01-13,50.08065832564623,53.195443806426155,49.72073127474222,50.575555759296925,576176.8603477712
KNYC,2014-01-13,96.44696046901745,103.90604730510509,92.66790493647115,99.87716827107374,995944.7497078344
NFAY,2014-01-13,108.17572425070873,111.51459252546005,100.50487601860853,104.30766345600105,313449.7527585211
GFFI,2014-01-13,67.69264671509656,68.4810404673245,66.8360742477084,66.86317321320183,989871.0129195538
NDWA,2014-01-13,92.24928484970573,95.06047091599962,87.87785721997707,94.26335307591152,838124.6082047393
OHPE,2014-01-14,69.59598996488353,76.02521657391094,64.95423888686265,68.79181904585953,350630.9338363665
KNYC,2014-01-14,92.18022288477357,93.26257164566404,84.16213216996209,87.44048290754499,152064.01595138654
GFFI,2014-01-14,108.90394877744751,117.69822296432162,103.23509107468854,104.90606693762399,765046.9796721591
